SO2 (µg/m3);NO (µg/m3);NO2 (µg/m3);CO (mg/m3);O3 (µg/m3);PM10 (µg/m3);NOx (µg/m3)
0.8;3.1;21.7;0.3;61.8;10.2;26.2
0.8;3.1;25.5;0.4;57;11;30.2
0.9;3;21;0.4;59;11.5;25.5
1.6;5.6;32.5;0.4;44.2;12;41
1;2.3;17.2;0.4;54.2;7.8;20.8
1.2;2.7;25.6;0.4;35.5;5.2;29.5
0.9;2.3;14.8;0.4;54;9;18.5
0.8;1.8;10.7;0.3;59.2;6.5;13.5
0.9;1.8;11.3;0.4;53.2;2.8;13.8
1.5;2;17.8;0.4;36;7;20.8
1;1.5;16.1;0.3;37.8;9;18.2
1.2;1.7;21;0.4;29.5;15.8;23.8
1;4.2;21;0.4;30.5;12;27.5
1.2;2.9;20.8;0.4;32.5;9.2;25.2
1.7;20.6;36.7;0.4;13.2;10.5;68.2
1.8;14.2;27.4;0.4;19.2;11.8;49.2
2.2;15.4;26.6;0.4;24.2;14.5;50.2
2.2;11.2;22.2;0.4;36.8;26.8;39.5
2.6;7.4;21.1;0.4;52.2;33.5;32.5
2.8;5.8;19.3;0.4;61;29;28.2
2.6;5.5;20.3;0.4;64;30.5;28.8
2.3;4.6;21.5;0.4;66.8;18.2;28.2
4;4.2;28.6;0.5;57.5;21.2;35
4.4;4.2;31.6;0.4;48.8;23.8;38
3.5;3.9;23.6;0.4;56.2;33.5;29.5
2.2;3.2;18.5;0.4;66;31.5;23.5
1.9;3.8;22.8;0.4;63;27.5;28.8
1.8;4.2;26;0.4;55.2;29.5;32.2
1.7;3.7;20.4;0.4;57.5;22.2;26.2
1.6;2.8;13.2;0.4;64.5;17.5;17.2
1.5;2.6;10.3;0.4;65.8;23;14.2
1.4;2.4;9.8;0.4;64.2;14.5;13.5
1.4;2.3;10.1;0.4;66.5;26.5;13.8
1.2;2.2;14.4;0.4;53.2;19.5;17.8
1.3;2.1;11.6;0.4;53;19.8;14.8
1.2;2.3;13.7;0.4;46.8;15;17.5
1.3;2.6;14.5;0.4;46.2;19.2;18.5
1.1;2.7;13.6;0.4;56;13.2;17.5
1.2;3.7;21.1;0.4;41.2;16.2;26.8
1.4;7.5;30.3;0.5;29.8;18.8;41.8
1.6;7.9;25;0.5;43.8;20;37
1.8;5;27.6;0.5;42.8;16.8;35
1.8;4.8;24;0.5;43.5;28.8;31.2
2;6.5;20.1;0.5;49.5;20.8;30
2.2;5;13.2;0.4;56.3;20.5;21
1.9;5.6;12.1;0.4;68.2;19.8;20.5
1.8;5.8;18;0.4;57;17.8;26.5
1.7;5.6;25;0.3;45;14;33.8
1.5;5.4;55.2;0.4;12.8;14.8;63.5
1.3;3.6;25;0.3;40;26.8;30.5
1.3;3.6;21;0.3;46.2;21.8;26.8
1.4;4.5;28.9;0.3;31.5;17;35.8
1.2;3.7;23.4;0.3;33.8;17.8;29.5
1;4.1;28.5;0.3;16.5;10.5;34.5
1;4;20.5;0.3;30.2;17;26.8
0.8;4;15.2;0.3;41.2;19;21.2
0.8;3.8;14.6;0.3;40.2;17.2;20.2
1.2;4.2;23.6;0.3;26.8;7;30
1;3.4;12.8;0.3;34.8;7.5;18
0.8;3.6;12.9;0.3;53.5;7;18.5
0.8;3.6;16.2;0.3;56.5;6;21.8
0.8;5.2;12.3;0.3;59.8;5.2;20.5
1;4.7;12.4;0.3;64.5;8.5;19.8
1;5;10.8;0.3;70;16;18.5
0.9;6.8;11.4;0.3;70.2;16;21.8
0.8;6.7;10;0.3;73;15;20.5
0.8;7.2;11.6;0.3;70.8;16;22.5
0.8;6.3;9.4;0.3;73.8;18.8;19.2
0.8;5.6;9.6;0.3;73.2;12;18.2
0.7;5.6;12;0.3;69.2;10.5;20.5
0.9;5.6;13.8;0.3;65;16.5;22.5
0.7;5;17.2;0.3;58.2;9.2;25
0.6;4.7;23.2;0.3;48.2;15.8;30.2
0.7;4.4;25.3;0.3;43.2;13.2;32
0.7;4.4;24.6;0.3;40.5;13;31.5
0.7;4.7;19.2;0.3;45.5;12;26.2
0.6;4.7;21.8;0.3;38;12;29.8
0.6;4.8;24.2;0.3;34;12;31.2
0.6;4.6;17.1;0.3;40.8;11;24.2
0.6;4;19.6;0.3;36.2;11;25.5
0.6;3.2;17.6;0.3;38.2;10.2;22.5
0.5;4.4;13.2;0.3;44.2;11;19.8
0.6;5.1;10.7;0.3;52;10.8;18.5
0.5;5.5;9.4;0.3;53.8;9;17.8
0.4;4.8;10;0.3;51.2;9;17.2
0.5;5.1;16.1;0.3;38.5;7.8;23.8
0.5;4.8;11.4;0.3;45.5;5;18.8
0.6;6.6;15.6;0.3;34;4.2;25.5
2;11.1;24;0.3;24.2;7.5;41.2
1.2;5;9.4;0.3;50.8;15.5;17.2
1.5;5.8;11.7;0.3;58.8;5;20.5
0.9;4.2;8.3;0.3;64;5.5;14.5
0.8;4.1;6.5;0.3;69.8;15.5;12.8
0.9;5;11.6;0.3;63.8;7.2;19.2
1.6;5.5;19;0.3;56.8;11.8;27.2
1.6;4.3;18.2;0.3;57.2;34.5;24.8
0.8;4;13.9;0.3;59;11;20
0.6;3.9;10.9;0.3;66.5;12;16.8
0.6;3.6;16.6;0.3;53.5;13.5;22
0.6;3.7;11.8;0.3;48.2;11.2;17.5
0.6;3.8;15.4;0.3;49.8;14.5;21
0.7;3.8;15.5;0.3;44.8;4;21.2
0.7;4.2;12.2;0.3;36;5.2;18.8
0.7;4.2;11.4;0.3;36.5;10;17.8
0.6;4.2;12.2;0.3;34;16;18.8
0.6;4.2;11.8;0.3;32.2;10;18
0.7;4.3;11.2;0.3;32.2;7.8;17.8
0.6;4.2;9.8;0.3;33.2;9.2;16.2
0.6;4.6;10.7;0.3;25.5;11.2;17.8
0.6;5.2;11.7;0.3;21.5;8.8;19.8
0.6;6.2;10.4;0.3;24.8;6.2;19.8
0.6;7.1;9.3;0.3;28.8;9;20.2
0.9;6.6;9;0.3;37;11.5;19
0.8;6.6;7.6;0.3;51.5;6;18
0.7;7.1;9.8;0.3;62.5;5.5;20.8
2.8;10.4;19.1;0.3;61.5;6.2;35
1.3;6;7;0.3;89;9;16
0.9;5.8;6.7;0.3;96.2;11;15.8
0.7;6.5;6;0.3;97.5;9;16
1;5;9.3;0.3;98.5;;17
1.6;4.2;17.1;0.3;88;;23.5
1.4;4.9;44;0.3;48.5;;51.5
1.2;4.6;21.4;0.3;61;;28.5
1;4.7;12.4;0.3;66.8;;19.5
1;3.8;17.4;0.3;50;;23.2
1;4.2;26;0.3;40.5;;32.2
0.9;3.8;16.2;0.3;41.8;;22
0.7;3.4;12.8;0.3;39.2;;18
0.8;3.6;13.6;0.3;37.5;;19.2
0.8;3.4;14.4;0.3;30.2;;19.8
0.9;3.6;15.6;0.3;31;;21.2
0.8;3.5;17.8;0.3;29.5;;23.2
0.8;4.2;25.1;0.3;21.5;;31.8
0.9;4;29;0.3;16.8;;35.2
1.2;11.1;24;0.3;12.8;;41.2
1.3;16.4;20.1;0.3;15.8;;45.2
1.4;3.4;3.3;0.3;31.5;;8.5
1.2;5;5.1;0.3;32;;12.8
1.1;5.2;4.8;0.3;44.8;;13
1.5;4;5.3;0.3;53.5;;11.5
1.7;4.1;5.2;0.3;56;;11.2
2;3.8;4.9;0.3;58.2;;11
1.8;3.8;4.6;0.3;57.8;;10.2
1.5;3.6;4.8;0.3;49;;10.2
1.8;3.8;4.9;0.4;26.5;;10.8
2.4;3.8;4.3;0.4;29.5;;10
2.2;3.8;4.2;0.4;29;;10
2.2;3.4;4.6;0.4;19.2;;9.8
2.7;3.6;4.4;0.5;17;;10
3;3.5;4.1;0.4;19;;9.5
2.1;3.5;4.4;0.3;23.5;;10
1.9;;;0.3;29;;
1.6;;;0.3;29.5;;
1.4;;;0.3;32.5;;
1.4;;;0.3;36.2;;
1.3;;;0.3;35;;
1.3;;;0.3;31.8;;
1.2;;;0.3;30.8;;
1.1;;;0.2;26.5;;
1;;;0.3;25.5;;
1;;;0.3;28.8;;
1;;;0.3;46;;
1.3;;;0.2;60;;
1.3;;;0.3;58.5;;
1.2;;;0.3;62.5;;
1.2;;;0.2;69.5;;
1;;;0.3;64.2;;
1;;;0.2;67.5;;
1.2;;;0.3;58.5;;
1;;;0.3;49.8;;
1.1;;;0.3;36.2;;
1.2;;;0.3;35.2;;
1.4;;;0.3;29;;
1.4;;;0.3;29;;
1.5;;;0.3;29;;
1.4;;;0.3;27.2;;
1.4;;;0.3;26.2;;
1.4;;;0.3;29.2;;
1.3;;;0.3;39;;
1.3;;;0.3;41;;
1.2;;;0.3;42.8;;
1.1;;;0.3;52.8;;
1.3;;;0.3;38;;
1.4;;;0.3;43;;
1.4;;;0.3;47.8;;
1.3;;;0.3;33;;
1.3;;;0.3;30.5;;
1.3;;;0.4;31.3;;
1.3;;;0.4;26.3;;
1.5;;;0.4;25.5;25;
1.4;;;0.3;32.2;31;
1.3;;;0.4;27.2;33;
1.4;;;0.5;30;42.8;
1.7;;;0.4;38.5;48;
2.2;;;0.4;35.8;42;
2.3;;;0.4;40.5;35.5;
2.6;;;0.4;40.5;40.2;
2.4;;;0.4;38;39.8;
2.2;;;0.4;53.2;33.8;
1.9;;;0.3;57;26.5;
1.8;;;0.3;55.8;17.2;
1.6;;;0.3;54;22.5;
1.6;;;0.3;61.8;32.8;
1.6;;;0.3;62.2;29.8;
1.5;;;0.3;56.2;23.8;
1.3;;;0.4;54.2;19.8;
1.6;;;0.4;44.2;27.5;
1.8;;;0.4;34.2;30;
1.6;;;0.4;40.8;32.8;
1.5;;;0.4;51;25;
1.4;;;0.4;42.5;21.5;
1.7;;;0.4;54.2;23.8;
1.9;;;0.3;65.5;18.2;
1.7;;;0.3;77;13;
1.4;;;0.3;76.8;5.5;
1.5;;;0.3;69.2;9.5;
1.3;;;0.3;71.2;13.2;
1.2;;;0.3;71;2.8;
1.2;;;0.3;82.2;4.8;
1;;;0.3;80.5;4;
1;;;0.3;79;4.5;
1.1;;;0.3;77;10.8;
1;;;0.3;75;24.8;
1.2;;;0.3;62;4.8;
1.2;;;0.4;59.2;7.8;
1.5;;;0.4;60.2;12.2;
1.4;;;0.3;54.2;16.5;
1.2;;;0.3;43.8;11.5;
1.2;;;0.3;35.2;12;
1.4;;;0.4;23.8;16;
1.4;;;0.3;28.5;16.2;
1.5;;;0.4;39.5;17.2;
1.6;;;0.4;32.8;16.5;
2;;;0.4;27.8;12.8;
2.5;;;0.4;35;23;
2.8;;;0.4;53.8;21.5;
2.4;;;0.4;60.2;18.2;
1.9;;;0.3;68;14;
1.6;;;0.3;64;9.8;
1.5;;;0.3;57.5;9.2;
1.5;;;0.3;51.5;12;
1.6;;;0.3;42;20;
1.6;;;0.4;37.5;18.5;
1.3;;;0.3;61.5;12;
1.3;;;0.3;67.5;8.5;
1.4;;;0.4;64.2;6.5;
1.3;;;0.3;67.2;7.2;
1.3;;;0.3;72.8;3.5;
1.3;;;0.3;73.5;5;
1.2;;;0.4;78.8;15;
1.2;;;0.4;80.5;6;
1.1;;;0.4;82.2;7.5;
1;;;0.4;83;17.2;
1;;;0.3;81.2;13.5;
0.9;;;0.3;76.8;8;
1;;;0.3;76.5;7.5;
1;;;0.4;74.2;10;
1;;;0.4;75.2;10.2;
1.1;;;0.3;76;11.2;
1.1;;;0.3;78;9.8;
1.2;;;0.3;79.2;8.8;
1;;;0.3;78.5;9.2;
0.9;;;0.3;78.8;13.2;
0.9;;;0.3;80;6;
0.9;;;0.3;80.8;6.8;
1;;;0.3;79.5;8.5;
0.8;;;0.3;77.5;6;
0.8;;;0.3;78.5;3;
0.6;;;0.3;79.8;7.5;
0.5;;;0.3;82;11;
0.6;;;0.3;83.2;17;
0.8;;;0.3;81.2;19.2;
0.8;;;0.3;80.5;5;
0.8;;;0.3;81;9.5;
0.9;;;0.3;81.2;14.8;
0.9;;;0.3;79.5;13.8;
0.9;;;0.3;78.8;12.8;
0.8;;;0.3;77.8;10.8;
0.8;;;0.3;79;11;
0.8;;;0.3;79.8;15.5;
0.9;;;0.3;80.5;16.2;
1;;;0.3;79.8;10;
0.9;;;0.3;78.2;12.2;
0.8;;;0.3;78.2;5.5;
0.8;;;0.3;75.8;8.5;
0.8;;;0.3;75.2;9.8;
0.7;;;0.3;74.8;8.8;
0.6;;;0.3;73.8;9.5;
0.7;;;0.3;70.8;11.2;
0.8;;;0.3;67.8;12.2;
0.8;;;0.3;63.2;12.2;
0.8;;;0.3;63.5;8.5;
0.8;;;0.3;63;8.2;
0.9;;;0.3;62.2;14;
0.9;;;0.3;61;6.2;
0.8;;;0.3;56;5.5;
1.2;;;0.3;47;3;
1;;;0.3;55;4;
0.8;;;0.3;54;8.5;
0.8;;;0.3;53.5;9.8;
0.7;;;0.3;52.5;8;
0.8;;;0.3;51.2;8.5;
1.4;;;0.4;36.8;10;
1.7;;;0.4;39.5;6;
1.8;;;0.4;41.5;7.2;
1.6;;;0.4;48.2;11.8;
1.2;;;0.4;51.2;10.5;
1.2;;;0.3;54;8.5;
1;;;0.4;51.2;7.8;
0.8;;;0.3;53.5;10.2;
0.9;;;0.4;48;10;
0.9;;;0.4;40.2;9.5;
0.8;;;0.3;40.8;7.2;
1;;;0.4;45;5.5;
1;;;0.4;26.8;7.5;
0.8;;;0.4;30.5;10;
0.9;;;0.4;33.5;10;
1;;;0.4;48.2;9.8;
0.8;;;0.4;30.2;9.8;
0.9;;;0.4;32.8;15.5;
1;;;0.4;37;10;
0.9;;;0.4;41;10.2;
0.8;;;0.3;47.8;13.5;
0.8;;;0.3;37.5;12.5;
0.8;;;0.4;31.5;13.8;
0.8;;;0.4;36;8.5;
1;;;0.4;25.5;7.2;
1.2;;;0.4;35.8;8.2;
1.2;;;0.5;39.5;14;
1.4;;;0.4;44.8;24.2;
1.7;;;0.4;48;20.2;
2.1;;;0.4;50.8;24.5;
1.8;;;0.4;60.5;9.5;
2;;;0.4;62.5;22;
1.8;;;0.4;67;15.2;
1.2;;;0.4;53.8;13.8;
1.3;;;0.4;24.2;17.2;
1.4;;;0.4;32;18;
1.2;;;0.4;34.8;18.8;
0.9;;;0.4;31.2;20.5;
0.8;;;0.4;22.2;16.8;
0.9;;;0.4;32.5;26.5;
0.9;;;0.4;29.5;20;
1;;;0.4;30.2;20.2;
0.8;;;0.4;32.2;25;
0.9;;;0.4;32.5;21.5;
0.8;;;0.4;27.8;22.8;
1;;;0.4;17.8;18.2;
1.2;;;0.4;13;21.8;
1.6;;;0.4;11;19.5;
;;;0.5;7.8;28.2;
;;;0.5;16.8;26.5;
;;;0.5;26.8;28.8;
;;;;2;28;
;;;;;24.5;
;5.5;11.7;0.4;54;26;20
;5.8;14.6;0.4;57.2;21.5;23.5
;5.6;20.3;0.4;58;21.2;29
;6;31.6;0.5;47.2;26;40.8
;6.4;42.9;0.4;28.2;27;52.8
;7.6;49.8;0.4;15;31.5;61.5
;4.4;53.2;0.4;15.5;32;59.8
;4.7;41.5;0.4;25.8;25.8;48.5
;4.7;42.4;0.4;18.5;21.2;49.5
;3.2;36.5;0.4;22.2;28.5;41.2
;3.2;25.8;0.4;31.5;31.2;30.5
;2.7;31.6;0.4;20.8;21.8;36
;3.9;37.9;0.4;11.5;26.2;43.8
;2.9;35.5;0.4;13;26.5;39.8
2.3;2.7;25.8;0.4;21.8;23.2;29.8
2.1;3.6;28.2;0.4;15;20.8;33.8
2.8;3.3;27.1;0.4;18.2;25.5;32
3;3;22;0.4;24.8;30.8;26.5
2.1;2.7;17;0.4;34.2;31;21
2.8;5.1;29.6;0.5;16;34.8;37.5
2.5;12.9;33.3;0.5;14.2;35.5;52.5
2.2;5.4;16.4;0.4;41.5;38.8;24.8
2.1;5.4;14.4;0.4;49.2;28.8;22.8
2.1;3.7;12.1;0.4;53.5;27;17.5
2.3;5;16.2;0.4;54;24.8;24
2.5;4.9;17;0.4;52.8;27.5;24.5
3.2;4.3;18.4;0.4;55.5;24;25
4.4;3.8;20.2;0.4;54.8;22;25.8
4.8;4.1;33.3;0.5;37.8;28.8;39.5
5.8;4;30;0.5;31;32;36
6;9.6;55.5;0.5;6.8;33.2;70.2
5.7;7.8;45.9;0.5;16;38.2;57.8
4.4;3.5;28.6;0.4;31.2;35.5;34
3.5;3.3;24.8;0.4;30.5;35.8;30
3.3;3.1;22;0.4;32.8;32.5;26.8
3.5;3.6;29.3;0.4;15.5;36.2;34.5
2.2;3;26.6;0.4;15;28.8;31.2
3;3.3;35.3;0.4;6.8;31;40.8
4;3.4;31.9;0.4;10;41.5;37
3.8;3.8;29.2;0.4;8.5;31;35.2
2.7;3.1;24.4;0.4;12;31.8;29
2.8;2.6;22.6;0.4;16.8;32;26.5
3.2;3.2;23.6;0.4;17.5;28.5;28.2
4.4;7.4;28.8;0.4;13.8;33;40.2
3.7;7.9;22.4;0.4;23.8;40.2;34.5
6.1;12.2;26.9;0.5;26.5;34;45.5
5.2;5.8;18.1;0.4;42.2;39;27
3.9;5;15.4;0.4;48.8;38.2;23.5
2.9;4.7;14.6;0.4;55;34.8;22
2.6;4.5;16.8;0.4;55.8;33.8;23.8
2.7;4.2;19.9;0.4;52.2;35.8;26.5
4.7;3.6;23.6;0.4;47.2;34.5;29
3;5.1;39.7;0.4;26.5;31.2;47.8
3.9;5;32.8;0.5;19.5;34;40.5
6.7;6.6;44;0.5;7.8;41.2;54
4.1;5.4;30.5;0.4;25.5;38.8;38.8
6.8;4.4;27.5;0.4;25.2;25.5;34
3.8;3.1;26.8;0.4;18.8;28;31
3.1;4.8;25.4;0.4;22;31.5;32.5
3.3;3.8;27.2;0.4;13.8;30.5;32.8
3;3.2;24.4;0.4;18;33.8;29.8
4;3.6;29.3;0.4;9.2;34.2;35
3;3.1;24.8;0.4;11.2;38.8;29.5
2.6;2.7;20.7;0.4;15.2;37.2;25
2.1;3;19.8;0.4;15;33.8;24.8
1.7;2.7;15.2;0.4;19.2;32.8;19
1.2;3.2;13.4;0.4;22;38.2;18.2
1.4;3.4;14;0.4;20.2;47;19
1.9;3.2;12;0.4;29.2;42.8;17
1.7;3.8;11.4;0.4;36.2;38;17.5
1.6;3.8;12.8;0.4;41.5;37.5;18.8
1.4;3.9;10.6;0.3;53.5;35;16.5
1.4;3.9;7;0.3;64.8;28.2;12.8
1.2;3.6;7.8;0.3;68.2;23.2;13.2
1;3.3;8.8;0.3;69.5;30.2;14
1;2.6;8.4;0.3;70;24;12.5
0.9;2.6;12;0.4;67;29.8;16
1.2;2.4;15;0.4;59.8;36.5;19
1.9;2.4;16.4;0.4;61;35.5;20
2;2.3;14.3;0.4;62;33;17.8
2;2.3;11.7;0.3;63;26.8;15.2
1.7;2.4;10.8;0.3;66.8;17;14.5
1.8;2.6;9.6;0.3;66;18.5;13.8
1.9;2.4;11.6;0.3;64.8;23.8;15.5
1.7;2.4;8.7;0.3;65.2;15.8;12.2
1.5;2.5;10.1;0.3;59;17.2;14
1.8;2.4;7.8;0.3;58.5;19;11.2
1.8;2.3;7.6;0.3;58.8;24;11.2
1.8;2.2;8.6;0.3;56;23.8;12
1.6;2.3;6.9;0.3;59.2;21.5;10.8
1.4;2.3;6.8;0.3;60;14.8;10
1.7;2.4;6.6;0.3;61;13.2;10.5
2.1;2.5;7.4;0.3;59.8;15;11
1.9;2.3;7.5;0.3;58.2;14.5;11
1.3;2.6;8.4;0.3;56.2;12.2;12.5
1.4;2.5;8.1;0.3;66;13.5;12.2
1.2;2.7;7.3;0.3;66.2;15.5;11.5
1.1;2.4;7.8;0.3;65.2;14;11.5
1.1;2.4;8.1;0.3;61;18.8;11.5
1.4;2.4;10.7;0.3;57.5;18.5;14.5
1.2;2.3;9.2;0.3;56.8;22.5;12.8
1.6;2.2;8.3;0.3;56.2;16.5;12
2.2;2.3;13.8;0.3;54.8;18.8;17.5
2.3;2.3;19.6;0.3;44;18.5;23
2.2;2.2;14.8;0.3;47.5;19;18.2
2.7;2.2;13.6;0.3;52.5;15.5;16.8
2.6;2.3;13.5;0.3;52.2;17.2;17
2.8;2.3;10.7;0.3;56;16.5;14.2
3.2;2.4;9.4;0.3;59.2;19.8;13
3.2;2.4;11.4;0.3;51.8;19.5;14.8
2.1;2.3;9.5;0.3;51.2;21.2;13
1.7;2.3;9.3;0.3;53.5;21.2;13
1.6;2.2;8.6;0.3;58.5;16.5;12
1.5;2.2;8.6;0.3;60.2;11.8;12.5
1.5;2.3;11.7;0.3;55.5;18.5;15.2
1.6;3.8;23.6;0.4;37.8;18.2;29.5
1.8;4.6;33;0.4;29.8;24.5;40.2
1.7;2.6;19.8;0.4;51.5;26.8;23.5
1.5;2.9;19.7;0.4;55.2;24.5;24.2
1.7;3.4;23.3;0.4;52.5;19;28.5
1.6;2.4;16.7;0.4;61.2;19.8;20.5
1.7;3.5;23.9;0.4;56;19.2;29.2
1.8;4.8;30;0.4;54.5;20;37
3.2;4.3;33.2;0.5;44.2;21.2;37.8
3.4;5.2;36.2;0.5;37;29;44
3.1;5.9;38.2;0.4;42.8;36.2;47
2.8;4;38.1;0.4;36.8;31.5;44.5
2.2;3.5;26.2;0.4;51.5;25.5;31.8
2.1;3.3;21.1;0.4;52.8;24.8;26
1.9;3.1;17.4;0.4;52.8;16.5;22.2
2;3.6;21;0.4;47;20.2;26.8
2;2.4;9.3;0.4;54.2;21.5;13
1.5;2.6;5.8;0.4;57;22.2;9.8
1.2;2.5;6.9;0.3;71.5;16.5;10.8
1.2;2.3;6.1;0.3;64.8;20.5;9.8
1;2.2;6;0.3;52;14.2;9.2
1.1;2.4;6.4;0.4;51;12;10
1.2;2.3;6.7;0.3;54.8;18.2;10
1.2;2.2;7;0.3;56.8;10.5;10.2
1.2;3.5;27.6;0.4;35.8;7.8;33
1.2;3.4;24.2;0.3;43.8;7;29
1.3;5.6;20.9;0.4;45.2;11;29.5
1.5;3.5;10.1;0.3;63.8;14.5;15.5
1.8;3.6;10.6;0.4;65;13;16.2
2.1;3.4;10.8;0.4;68.8;12.2;16.2
2.6;2.5;9.1;0.3;75.2;9;12.8
2.1;2.5;12;0.4;71.8;8.5;15.8
2.7;2.8;17.3;0.4;63.5;11.8;21.5
2;2.3;16.4;0.4;59.5;14.8;20
3.4;5.2;43.5;0.5;24.8;17.2;51.5
2;3;33.2;0.4;36.2;20;37.8
1.7;2.8;30.2;0.4;43.2;12.8;34.2
1.4;2.9;22.3;0.4;49.5;16;26.8
1.2;2.8;16.6;0.3;54.2;13.5;21
1;2.9;12.8;0.3;60.5;13.5;17.2
1;3;8.9;0.3;75;6;13.5
1;2.9;9.3;0.3;75.8;6.2;13.8
0.7;2.8;10.3;0.3;70.2;7;14.8
0.7;2.6;9;0.3;70;7;12.8
0.6;2.6;9.8;0.3;68;6.8;13.5
0.6;2.5;9.7;0.3;61.5;8.5;13.5
0.7;2.7;9.5;0.3;57.2;16.5;13.8
0.8;2.6;13.2;0.3;34;8.5;17.2
0.8;4.6;21.4;0.3;22.8;18;28.5
0.8;5;21.7;0.3;21.8;12.8;29.5
0.8;5.7;19.2;0.3;25.5;14.5;28.2
1.1;6.5;20.7;0.3;26.5;10.2;30.5
2.3;7.9;20.8;0.3;33.2;19.8;32.8
1.5;2.6;8.7;0.3;61.2;16;12.5
1.2;3.3;10.8;0.3;59.5;7;16
1.2;3.5;13;0.3;63;14.5;18.2
1.8;3.4;19;0.3;56.5;8.5;24.2
1.1;3.4;27.2;0.3;46.8;12.5;32.5
0.8;2.6;21.4;0.3;43.2;17.8;25.5
0.8;2.8;17.4;0.3;52;12;21.5
0.9;3.2;20.8;0.3;46.5;11.5;25.8
0.8;3.8;29.4;0.4;32.5;9.2;35.2
0.8;4.4;27.6;0.3;33.2;11.2;34.2
0.8;3.4;17;0.3;44.2;15.5;22
0.6;3.3;13;0.3;45.8;13.5;18
0.7;3.1;14.1;0.3;43.8;12.5;18.8
0.5;2.4;11.2;0.3;50;11.2;15
0.6;2.7;23.4;0.3;42.5;14.2;27.5
0.5;2.9;16.2;0.3;37.5;6.5;20.8
0.5;3.2;16.2;0.3;29.5;8;21.2
0.4;2.8;14.4;0.3;29;7.5;19
0.6;3.6;21.2;0.3;20.2;8;26.8
0.7;5.8;19.6;0.3;20.8;15.8;28.5
1;9.2;24;0.4;24.5;10.2;38
1.2;10;17.9;0.3;29;11.8;33.2
2.8;15.4;20.1;0.4;19;13.8;43.8
1.6;6.9;12.2;0.3;38;21.5;22.5
1.7;4.8;11.8;0.3;57.8;21.2;19.2
1.3;4.2;9.1;0.3;70;21.8;15.5
1.6;4.4;15.4;0.3;61.2;18.5;22
1.6;3.6;16.4;0.3;49.8;14;22
1.6;4.3;33.6;0.4;32.5;22.8;39.5
1.4;4.8;45.6;0.4;17;24.2;53
1.7;11.2;58.2;0.4;7.2;17.8;75.5
2.2;14.4;57.6;0.4;6;22.8;79.5
2.8;7.8;48;0.5;8.2;30.5;60
1.8;4.2;36.4;0.4;13;27;42.8
2.7;5.4;42.9;0.5;6.5;23.8;51
1.6;3.6;39.2;0.4;6;25.8;45
1.8;3.4;35.8;0.4;6;23.8;40.8
1.8;3.2;33.3;0.4;5.2;22;37.8
1.7;2.9;28.8;0.4;8.5;20.8;33.5
1.3;2.4;24.3;0.4;11.2;29.5;28
1.3;2.6;24.2;0.4;10.8;15.8;28
1.2;2.3;23.8;0.4;8.8;21.2;27.5
1.3;3.2;25.6;0.4;8;25.8;30.8
1.1;4.4;24;0.4;9.8;22.8;30.8
1.6;12;28.4;0.4;13.8;28.2;47.2
1.9;11;28.9;0.4;19.8;32;45.8
2.1;9;27.5;0.4;25.2;27.8;41.5
2.3;6.8;19.9;0.4;42.5;30;30.2
2.7;3.8;16.4;0.4;54.5;26;22.5
2.7;3.8;17.9;0.4;55.8;25.2;23.8
2.5;4.1;20.5;0.4;55.5;16.5;26.8
3.1;4.1;25.4;0.4;48;13.5;31.8
4;3.8;27;0.4;44.2;25.2;32.8
2.8;5.8;35.3;0.4;28.2;22.5;44.2
4.2;6;39.3;0.5;21.2;23.2;48.8
4.5;4.3;29.6;0.5;32;21.2;36.2
3.5;2.9;21.4;0.4;41.5;27.5;26
4.8;4.8;31.5;0.5;31.2;27.2;38.8
3.2;4.9;25.1;0.4;40.5;18.5;32.5
2.5;2.6;12.4;0.4;55.2;15.8;16.2
2.6;2.5;11;0.4;53.8;15.8;15
2.1;2.6;11.9;0.4;51.8;17.8;16.2
1.7;2.5;10.1;0.3;51.5;17.5;13.8
1.7;2.5;9.6;0.3;51.5;25.5;13.5
2.2;2.4;9.5;0.4;49.5;16.8;13
1.8;2.4;12.4;0.3;45;20.2;16
1.8;2.5;14.8;0.4;42.2;24.8;18.5
1.8;2.6;15.4;0.3;45.5;21;19.5
2.5;3.6;16.4;0.4;42.8;25.2;22
2.9;3.4;16.5;0.4;48.2;25.8;21.8
2.4;3.2;15.7;0.4;55.2;25.8;20.8
2.8;3.4;14.4;0.4;70;26.2;19.8
3;3.2;12.7;0.3;74.8;16.2;17.5
2.7;2.5;11.5;0.3;78.2;19.5;15.2
2.7;2.8;13.8;0.4;73.8;21;18
3.5;2.4;14.7;0.4;72.5;23.2;18.2
2.9;2.3;17.4;0.3;64.8;16.5;21
2.3;2.2;19.4;0.4;56.5;22.2;23
2.1;2.6;15.4;0.3;70;22;19
2.3;2.6;16;0.4;67;17.5;20.2
1.9;2.4;14;0.3;64;15.5;17.8
1.8;2.4;14.5;0.4;58.5;18;18.2
2.2;2.4;15;0.3;53.2;22.8;18.5
2.6;2.4;15.5;0.3;51.8;25.8;19.2
2.4;2.4;14.7;0.4;48;23.8;18.5
2.1;2.4;12.8;0.3;45.2;21.8;16.5
2.7;2.4;14.2;0.4;41.5;16.8;18
2.3;2.4;13.5;0.3;41.5;19.8;17
1.9;2.4;15.1;0.3;37.5;19;18.8
